any;comarca o Aran;edat;sexe;concepte;estat;valor
1981;Pla de l'Estany;22 anys;homes;població;;157
1981;Pla de l'Estany;22 anys;dones;població;;169
1981;Pla de l'Estany;22 anys;total;població;;326
1981;Pla de l'Estany;23 anys;homes;població;;171
1981;Pla de l'Estany;23 anys;dones;població;;164
1981;Pla de l'Estany;23 anys;total;població;;335
1981;Pla de l'Estany;24 anys;homes;població;;168
1981;Pla de l'Estany;24 anys;dones;població;;160
1981;Pla de l'Estany;24 anys;total;població;;328
1981;Pla de l'Estany;25 anys;homes;població;;173
1981;Pla de l'Estany;25 anys;dones;població;;151
1981;Pla de l'Estany;25 anys;total;població;;324
1981;Pla de l'Estany;26 anys;homes;població;;148
1981;Pla de l'Estany;26 anys;dones;població;;151
1981;Pla de l'Estany;26 anys;total;població;;299
1981;Pla de l'Estany;27 anys;homes;població;;142
1981;Pla de l'Estany;27 anys;dones;població;;151
1981;Pla de l'Estany;27 anys;total;població;;293
1981;Pla de l'Estany;28 anys;homes;població;;146
1981;Pla de l'Estany;28 anys;dones;població;;155
1981;Pla de l'Estany;28 anys;total;població;;301
1981;Pla de l'Estany;29 anys;homes;població;;152
1981;Pla de l'Estany;29 anys;dones;població;;123
1981;Pla de l'Estany;29 anys;total;població;;275
1981;Pla de l'Estany;30 anys;homes;població;;161
1981;Pla de l'Estany;30 anys;dones;població;;144
1981;Pla de l'Estany;30 anys;total;població;;305
1981;Pla de l'Estany;31 anys;homes;població;;139
1981;Pla de l'Estany;31 anys;dones;població;;120
1981;Pla de l'Estany;31 anys;total;població;;259
1981;Pla de l'Estany;32 anys;homes;població;;129
1981;Pla de l'Estany;32 anys;dones;població;;159
1981;Pla de l'Estany;32 anys;total;població;;288
1981;Pla de l'Estany;33 anys;homes;població;;158
1981;Pla de l'Estany;33 anys;dones;població;;135
1981;Pla de l'Estany;33 anys;total;població;;293
1981;Pla de l'Estany;34 anys;homes;població;;119
1981;Pla de l'Estany;34 anys;dones;població;;131
1981;Pla de l'Estany;34 anys;total;població;;250
1981;Pla de l'Estany;35 anys;homes;població;;116
1981;Pla de l'Estany;35 anys;dones;població;;105
1981;Pla de l'Estany;35 anys;total;població;;221
1981;Pla de l'Estany;36 anys;homes;població;;122
1981;Pla de l'Estany;36 anys;dones;població;;128
1981;Pla de l'Estany;36 anys;total;població;;250
1981;Pla de l'Estany;37 anys;homes;població;;141
1981;Pla de l'Estany;37 anys;dones;població;;111
1981;Pla de l'Estany;37 anys;total;població;;252
1981;Pla de l'Estany;38 anys;homes;població;;110
1981;Pla de l'Estany;38 anys;dones;població;;101
1981;Pla de l'Estany;38 anys;total;població;;211
1981;Pla de l'Estany;39 anys;homes;població;;118
1981;Pla de l'Estany;39 anys;dones;població;;114
1981;Pla de l'Estany;39 anys;total;població;;232
1981;Pla de l'Estany;40 anys;homes;població;;115
1981;Pla de l'Estany;40 anys;dones;població;;140
1981;Pla de l'Estany;40 anys;total;població;;255
1981;Pla de l'Estany;41 anys;homes;població;;79
1981;Pla de l'Estany;41 anys;dones;població;;74
1981;Pla de l'Estany;41 anys;total;població;;153
1981;Pla de l'Estany;42 anys;homes;població;;66
1981;Pla de l'Estany;42 anys;dones;població;;76
1981;Pla de l'Estany;42 anys;total;població;;142
1981;Pla de l'Estany;43 anys;homes;població;;117
1981;Pla de l'Estany;43 anys;dones;població;;109
1981;Pla de l'Estany;43 anys;total;població;;226
1981;Pla de l'Estany;44 anys;homes;població;;134
1981;Pla de l'Estany;44 anys;dones;població;;129
1981;Pla de l'Estany;44 anys;total;població;;263
1981;Pla de l'Estany;45 anys;homes;població;;126
1981;Pla de l'Estany;45 anys;dones;població;;133
1981;Pla de l'Estany;45 anys;total;població;;259
1981;Pla de l'Estany;46 anys;homes;població;;135
1981;Pla de l'Estany;46 anys;dones;població;;147
1981;Pla de l'Estany;46 anys;total;població;;282
1981;Pla de l'Estany;47 anys;homes;població;;148
1981;Pla de l'Estany;47 anys;dones;població;;132
1981;Pla de l'Estany;47 anys;total;població;;280
1981;Pla de l'Estany;48 anys;homes;població;;115
1981;Pla de l'Estany;48 anys;dones;població;;134
1981;Pla de l'Estany;48 anys;total;població;;249
1981;Pla de l'Estany;49 anys;homes;població;;142
1981;Pla de l'Estany;49 anys;dones;població;;156
1981;Pla de l'Estany;49 anys;total;població;;298
1981;Pla de l'Estany;50 anys;homes;població;;151
1981;Pla de l'Estany;50 anys;dones;població;;154
1981;Pla de l'Estany;50 anys;total;població;;305
1981;Pla de l'Estany;51 anys;homes;població;;135
1981;Pla de l'Estany;51 anys;dones;població;;133
1981;Pla de l'Estany;51 anys;total;població;;268
1981;Pla de l'Estany;52 anys;homes;població;;166
1981;Pla de l'Estany;52 anys;dones;població;;138
1981;Pla de l'Estany;52 anys;total;població;;304
1981;Pla de l'Estany;53 anys;homes;població;;153
1981;Pla de l'Estany;53 anys;dones;població;;137
1981;Pla de l'Estany;53 anys;total;població;;290
1981;Pla de l'Estany;54 anys;homes;població;;155
1981;Pla de l'Estany;54 anys;dones;població;;134
1981;Pla de l'Estany;54 anys;total;població;;289
1981;Pla de l'Estany;55 anys;homes;població;;153
1981;Pla de l'Estany;55 anys;dones;població;;133
1981;Pla de l'Estany;55 anys;total;població;;286
1981;Pla de l'Estany;56 anys;homes;població;;153
1981;Pla de l'Estany;56 anys;dones;població;;118
1981;Pla de l'Estany;56 anys;total;població;;271
1981;Pla de l'Estany;57 anys;homes;població;;134
1981;Pla de l'Estany;57 anys;dones;població;;145
1981;Pla de l'Estany;57 anys;total;població;;279
1981;Pla de l'Estany;58 anys;homes;població;;116
1981;Pla de l'Estany;58 anys;dones;població;;112
1981;Pla de l'Estany;58 anys;total;població;;228
1981;Pla de l'Estany;59 anys;homes;població;;120
1981;Pla de l'Estany;59 anys;dones;població;;109
1981;Pla de l'Estany;59 anys;total;població;;229
1981;Pla de l'Estany;60 anys;homes;població;;133
1981;Pla de l'Estany;60 anys;dones;població;;122
1981;Pla de l'Estany;60 anys;total;població;;255
1981;Pla de l'Estany;61 anys;homes;població;;89
1981;Pla de l'Estany;61 anys;dones;població;;112
1981;Pla de l'Estany;61 anys;total;població;;201
1981;Pla de l'Estany;62 anys;homes;població;;87
1981;Pla de l'Estany;62 anys;dones;població;;103
1981;Pla de l'Estany;62 anys;total;població;;190
1981;Pla de l'Estany;63 anys;homes;població;;78
1981;Pla de l'Estany;63 anys;dones;població;;115
1981;Pla de l'Estany;63 anys;total;població;;193
1981;Pla de l'Estany;64 anys;homes;població;;103
1981;Pla de l'Estany;64 anys;dones;població;;101
1981;Pla de l'Estany;64 anys;total;població;;204
1981;Pla de l'Estany;65 anys;homes;població;;64
1981;Pla de l'Estany;65 anys;dones;població;;90
1981;Pla de l'Estany;65 anys;total;població;;154
1981;Pla de l'Estany;66 anys;homes;població;;92
1981;Pla de l'Estany;66 anys;dones;població;;101
1981;Pla de l'Estany;66 anys;total;població;;193
1981;Pla de l'Estany;67 anys;homes;població;;82
1981;Pla de l'Estany;67 anys;dones;població;;129
1981;Pla de l'Estany;67 anys;total;població;;211
1981;Pla de l'Estany;68 anys;homes;població;;103
1981;Pla de l'Estany;68 anys;dones;població;;104
1981;Pla de l'Estany;68 anys;total;població;;207
1981;Pla de l'Estany;69 anys;homes;població;;86
1981;Pla de l'Estany;69 anys;dones;població;;101
1981;Pla de l'Estany;69 anys;total;població;;187
1981;Pla de l'Estany;70 anys;homes;població;;60
1981;Pla de l'Estany;70 anys;dones;població;;96
1981;Pla de l'Estany;70 anys;total;població;;156
1981;Pla de l'Estany;71 anys;homes;població;;74
1981;Pla de l'Estany;71 anys;dones;població;;78
1981;Pla de l'Estany;71 anys;total;població;;152
1981;Pla de l'Estany;72 anys;homes;població;;70
1981;Pla de l'Estany;72 anys;dones;població;;93
1981;Pla de l'Estany;72 anys;total;població;;163
1981;Pla de l'Estany;73 anys;homes;població;;59
1981;Pla de l'Estany;73 anys;dones;població;;83
1981;Pla de l'Estany;73 anys;total;població;;142
1981;Pla de l'Estany;74 anys;homes;població;;68
1981;Pla de l'Estany;74 anys;dones;població;;64
1981;Pla de l'Estany;74 anys;total;població;;132
1981;Pla de l'Estany;75 anys;homes;població;;58
1981;Pla de l'Estany;75 anys;dones;població;;67
1981;Pla de l'Estany;75 anys;total;població;;125
1981;Pla de l'Estany;76 anys;homes;població;;56
1981;Pla de l'Estany;76 anys;dones;població;;61
1981;Pla de l'Estany;76 anys;total;població;;117
1981;Pla de l'Estany;77 anys;homes;població;;42
1981;Pla de l'Estany;77 anys;dones;població;;73
1981;Pla de l'Estany;77 anys;total;població;;115
1981;Pla de l'Estany;78 anys;homes;població;;46
1981;Pla de l'Estany;78 anys;dones;població;;55
1981;Pla de l'Estany;78 anys;total;població;;101
1981;Pla de l'Estany;79 anys;homes;població;;36
1981;Pla de l'Estany;79 anys;dones;població;;48
1981;Pla de l'Estany;79 anys;total;població;;84
1981;Pla de l'Estany;80 anys;homes;població;;23
1981;Pla de l'Estany;80 anys;dones;població;;63
1981;Pla de l'Estany;80 anys;total;població;;86
1981;Pla de l'Estany;81 anys;homes;població;;24
1981;Pla de l'Estany;81 anys;dones;població;;24
1981;Pla de l'Estany;81 anys;total;població;;48
1981;Pla de l'Estany;82 anys;homes;població;;21
1981;Pla de l'Estany;82 anys;dones;població;;38
1981;Pla de l'Estany;82 anys;total;població;;59
1981;Pla de l'Estany;83 anys;homes;població;;13
1981;Pla de l'Estany;83 anys;dones;població;;34
1981;Pla de l'Estany;83 anys;total;població;;47
1981;Pla de l'Estany;84 anys;homes;població;;16
1981;Pla de l'Estany;84 anys;dones;població;;28
1981;Pla de l'Estany;84 anys;total;població;;44
1981;Pla de l'Estany;85 anys;homes;població;;11
1981;Pla de l'Estany;85 anys;dones;població;;18
1981;Pla de l'Estany;85 anys;total;població;;29
1981;Pla de l'Estany;86 anys;homes;població;;5
1981;Pla de l'Estany;86 anys;dones;població;;15
1981;Pla de l'Estany;86 anys;total;població;;20
1981;Pla de l'Estany;87 anys;homes;població;;7
1981;Pla de l'Estany;87 anys;dones;població;;16
1981;Pla de l'Estany;87 anys;total;població;;23
1981;Pla de l'Estany;88 anys;homes;població;;3
1981;Pla de l'Estany;88 anys;dones;població;;8
1981;Pla de l'Estany;88 anys;total;població;;11
1981;Pla de l'Estany;89 anys;homes;població;;4
1981;Pla de l'Estany;89 anys;dones;població;;9
1981;Pla de l'Estany;89 anys;total;població;;13
1981;Pla de l'Estany;90 anys;homes;població;;5
1981;Pla de l'Estany;90 anys;dones;població;;5
1981;Pla de l'Estany;90 anys;total;població;;10
1981;Pla de l'Estany;91 anys;homes;població;;4
1981;Pla de l'Estany;91 anys;dones;població;;4
1981;Pla de l'Estany;91 anys;total;població;;8
1981;Pla de l'Estany;92 anys;homes;població;;3
1981;Pla de l'Estany;92 anys;dones;població;;5
1981;Pla de l'Estany;92 anys;total;població;;8
1981;Pla de l'Estany;93 anys;homes;població;;1
1981;Pla de l'Estany;93 anys;dones;població;;6
1981;Pla de l'Estany;93 anys;total;població;;7
1981;Pla de l'Estany;94 anys;homes;població;;0
1981;Pla de l'Estany;94 anys;dones;població;;0
1981;Pla de l'Estany;94 anys;total;població;;0
1981;Pla de l'Estany;95 anys;homes;població;;1
1981;Pla de l'Estany;95 anys;dones;població;;0
1981;Pla de l'Estany;95 anys;total;població;;1
1981;Pla de l'Estany;96 anys;homes;població;;0
1981;Pla de l'Estany;96 anys;dones;població;;2
1981;Pla de l'Estany;96 anys;total;població;;2
1981;Pla de l'Estany;97 anys;homes;població;;0
1981;Pla de l'Estany;97 anys;dones;població;;2
1981;Pla de l'Estany;97 anys;total;població;;2
1981;Pla de l'Estany;98 anys;homes;població;;0
1981;Pla de l'Estany;98 anys;dones;població;;1
1981;Pla de l'Estany;98 anys;total;població;;1
1981;Pla de l'Estany;99 anys o més;homes;població;;1
1981;Pla de l'Estany;99 anys o més;dones;població;;0
1981;Pla de l'Estany;99 anys o més;total;població;;1
1981;Pla de l'Estany;No hi consta;homes;població;;10
1981;Pla de l'Estany;No hi consta;dones;població;;11
1981;Pla de l'Estany;No hi consta;total;població;;21
1981;Pla de l'Estany;total;homes;població;;10291
1981;Pla de l'Estany;total;dones;població;;10514
1981;Pla de l'Estany;total;total;població;;20805
1981;Priorat;0 anys;homes;població;;68
1981;Priorat;0 anys;dones;població;;50
1981;Priorat;0 anys;total;població;;118
1981;Priorat;1 any;homes;població;;58
1981;Priorat;1 any;dones;població;;63
1981;Priorat;1 any;total;població;;121
1981;Priorat;2 anys;homes;població;;58
1981;Priorat;2 anys;dones;població;;55
1981;Priorat;2 anys;total;població;;113
1981;Priorat;3 anys;homes;població;;60
1981;Priorat;3 anys;dones;població;;59
1981;Priorat;3 anys;total;població;;119
1981;Priorat;4 anys;homes;població;;62
1981;Priorat;4 anys;dones;població;;54
1981;Priorat;4 anys;total;població;;116
1981;Priorat;5 anys;homes;població;;71
1981;Priorat;5 anys;dones;població;;58
1981;Priorat;5 anys;total;població;;129
1981;Priorat;6 anys;homes;població;;59
1981;Priorat;6 anys;dones;població;;62
1981;Priorat;6 anys;total;població;;121
1981;Priorat;7 anys;homes;població;;71
1981;Priorat;7 anys;dones;població;;55
1981;Priorat;7 anys;total;població;;126
1981;Priorat;8 anys;homes;població;;73
1981;Priorat;8 anys;dones;població;;66
1981;Priorat;8 anys;total;població;;139
1981;Priorat;9 anys;homes;població;;47
1981;Priorat;9 anys;dones;població;;64
1981;Priorat;9 anys;total;població;;111
1981;Priorat;10 anys;homes;població;;64
1981;Priorat;10 anys;dones;població;;45
1981;Priorat;10 anys;total;població;;109
1981;Priorat;11 anys;homes;població;;74
1981;Priorat;11 anys;dones;població;;61
1981;Priorat;11 anys;total;població;;135
1981;Priorat;12 anys;homes;població;;69
1981;Priorat;12 anys;dones;població;;66
1981;Priorat;12 anys;total;població;;135
1981;Priorat;13 anys;homes;població;;61
1981;Priorat;13 anys;dones;població;;53
1981;Priorat;13 anys;total;població;;114
1981;Priorat;14 anys;homes;població;;65
1981;Priorat;14 anys;dones;població;;61
1981;Priorat;14 anys;total;població;;126
1981;Priorat;15 anys;homes;població;;75
1981;Priorat;15 anys;dones;població;;67
1981;Priorat;15 anys;total;població;;142
1981;Priorat;16 anys;homes;població;;63
1981;Priorat;16 anys;dones;població;;66
1981;Priorat;16 anys;total;població;;129
1981;Priorat;17 anys;homes;població;;65
1981;Priorat;17 anys;dones;població;;62
1981;Priorat;17 anys;total;població;;127
1981;Priorat;18 anys;homes;població;;85
1981;Priorat;18 anys;dones;població;;81
1981;Priorat;18 anys;total;població;;166
1981;Priorat;19 anys;homes;població;;81
1981;Priorat;19 anys;dones;població;;71
1981;Priorat;19 anys;total;població;;152
1981;Priorat;20 anys;homes;població;;71
1981;Priorat;20 anys;dones;població;;60
1981;Priorat;20 anys;total;població;;131
1981;Priorat;21 anys;homes;població;;79
1981;Priorat;21 anys;dones;població;;67
1981;Priorat;21 anys;total;població;;146
1981;Priorat;22 anys;homes;població;;80
1981;Priorat;22 anys;dones;població;;57
1981;Priorat;22 anys;total;població;;137
1981;Priorat;23 anys;homes;població;;70
1981;Priorat;23 anys;dones;població;;68
1981;Priorat;23 anys;total;població;;138
1981;Priorat;24 anys;homes;població;;72
1981;Priorat;24 anys;dones;població;;81
1981;Priorat;24 anys;total;població;;153
1981;Priorat;25 anys;homes;població;;64
1981;Priorat;25 anys;dones;població;;55
1981;Priorat;25 anys;total;població;;119
1981;Priorat;26 anys;homes;població;;64
1981;Priorat;26 anys;dones;població;;50
1981;Priorat;26 anys;total;població;;114
1981;Priorat;27 anys;homes;població;;53
1981;Priorat;27 anys;dones;població;;58
1981;Priorat;27 anys;total;població;;111
1981;Priorat;28 anys;homes;població;;59
1981;Priorat;28 anys;dones;població;;63
1981;Priorat;28 anys;total;població;;122
1981;Priorat;29 anys;homes;població;;67
1981;Priorat;29 anys;dones;població;;56
1981;Priorat;29 anys;total;població;;123
1981;Priorat;30 anys;homes;població;;43
1981;Priorat;30 anys;dones;població;;40
1981;Priorat;30 anys;total;població;;83
1981;Priorat;31 anys;homes;població;;72
1981;Priorat;31 anys;dones;població;;55
1981;Priorat;31 anys;total;població;;127
1981;Priorat;32 anys;homes;població;;66
1981;Priorat;32 anys;dones;població;;53
1981;Priorat;32 anys;total;població;;119
1981;Priorat;33 anys;homes;població;;55
1981;Priorat;33 anys;dones;població;;60
1981;Priorat;33 anys;total;població;;115
1981;Priorat;34 anys;homes;població;;64
1981;Priorat;34 anys;dones;població;;58
1981;Priorat;34 anys;total;població;;122
1981;Priorat;35 anys;homes;població;;63
1981;Priorat;35 anys;dones;població;;60
1981;Priorat;35 anys;total;població;;123
1981;Priorat;36 anys;homes;població;;60
1981;Priorat;36 anys;dones;població;;44
1981;Priorat;36 anys;total;població;;104
1981;Priorat;37 anys;homes;població;;47
1981;Priorat;37 anys;dones;població;;45
1981;Priorat;37 anys;total;població;;92
1981;Priorat;38 anys;homes;població;;57
1981;Priorat;38 anys;dones;població;;43
1981;Priorat;38 anys;total;població;;100
1981;Priorat;39 anys;homes;població;;50
1981;Priorat;39 anys;dones;població;;35
1981;Priorat;39 anys;total;població;;85
1981;Priorat;40 anys;homes;població;;58
1981;Priorat;40 anys;dones;població;;62
1981;Priorat;40 anys;total;població;;120
1981;Priorat;41 anys;homes;població;;35
1981;Priorat;41 anys;dones;població;;20
