"Curs";"Nom ensenyament";"Nivell";"Nom comarca";"Nombre grups";"Nombre places";"Places ofertades a la preinscripció";"Assignacions";"Assignacions: 1a peticio";"Assignacions: Altres peticions";"Places vacants";"Places ocupades";"Nombre centres";"any";"edat";"dones";"homes";"total"
"2018/2019";"Educació primària";"3";"Bages";85;2079;177;24;21;3;161;1926;60;2017;7;1000;1080;2080
"2018/2019";"Educació primària";"3";"Baix Camp";96;2410;230;25;19;6;210;2205;62;2017;7;1180;1292;2472
"2018/2019";"Educació primària";"3";"Baix Ebre";40;954;167;7;5;2;160;794;32;2017;7;418;446;864
"2018/2019";"Educació primària";"3";"Baix Empordà";66;1521;86;19;15;4;72;1454;44;2017;7;703;822;1525
"2018/2019";"Educació primària";"3";"Baix Llobregat";363;9075;364;93;59;34;279;8804;210;2017;7;4797;5186;9983
"2018/2019";"Educació primària";"3";"Baix Penedès";51;1272;116;8;5;3;108;1164;29;2017;7;646;632;1278
"2018/2019";"Educació primària";"3";"Barcelonès";798;19868;706;318;198;120;398;19480;470;2017;7;9822;10664;20486
"2018/2019";"Educació primària";"3";"Berguedà";17;439;89;8;8;0;81;358;23;2017;7;195;193;388
"2018/2019";"Educació primària";"3";"Cerdanya";9;189;33;4;4;0;30;160;13;2017;7;101;93;194
"2018/2019";"Educació primària";"3";"Conca de Barberà";11;290;103;3;3;0;100;190;14;2017;7;109;92;201
"2018/2019";"Educació primària";"3";"Garraf";60;1486;82;27;17;10;57;1431;34;2017;7;794;911;1705
"2018/2019";"Educació primària";"3";"Garrigues";9;192;26;2;1;1;24;168;17;2017;7;85;104;189
"2018/2019";"Educació primària";"3";"Garrotxa";30;603;24;4;4;0;22;583;23;2017;7;287;325;612
"2018/2019";"Educació primària";"3";"Gironès";101;2434;99;22;16;6;80;2357;60;2017;7;1185;1311;2496
"2018/2019";"Educació primària";"3";"Maresme";201;5004;205;61;46;15;151;4860;121;2017;7;2619;2737;5356
"2018/2019";"Educació primària";"3";"Moianès";11;196;48;3;3;0;45;151;10;2017;7;75;79;154
"2018/2019";"Educació primària";"3";"Montsià";32;825;143;9;7;2;134;691;21;2017;7;362;379;741
"2018/2019";"Educació primària";"3";"Noguera";22;437;49;2;2;0;47;390;33;2017;7;203;245;448
"2018/2019";"Educació primària";"3";"Osona";82;2081;254;23;18;5;231;1850;66;2017;7;903;1059;1962
"2018/2019";"Educació primària";"3";"Pallars Jussà";6;142;22;0;0;0;22;120;7;2017;7;60;57;117
"2018/2019";"Educació primària";"3";"Pallars Sobirà";6;72;10;0;0;0;10;62;7;2017;7;29;49;78
"2018/2019";"Educació primària";"3";"Pla d'Urgell";21;483;78;1;1;0;77;406;19;2017;7;222;238;460
"2018/2019";"Educació primària";"3";"Pla de l'Estany";18;444;11;7;7;0;8;440;13;2017;7;212;229;441
"2018/2019";"Educació primària";"3";"Priorat";4;127;44;1;1;0;43;84;15;2017;7;35;41;76
"2018/2019";"Educació primària";"3";"Ribera d'Ebre";12;280;72;4;3;1;68;212;16;2017;7;85;111;196
"2018/2019";"Educació primària";"3";"Ripollès";11;301;79;1;0;1;78;223;14;2017;7;117;135;252
"2018/2019";"Educació primària";"3";"Segarra";12;295;38;1;1;0;37;258;12;2017;7;146;147;293
"2018/2019";"Educació primària";"3";"Segrià";109;2654;342;48;37;11;297;2360;82;2017;7;1189;1240;2429
"2018/2019";"Educació primària";"3";"Selva";75;1805;125;19;16;3;106;1699;45;2017;7;965;1026;1991
"2018/2019";"Educació primària";"3";"Solsonès";6;165;37;1;1;0;36;129;11;2017;7;63;66;129
"2018/2019";"Educació primària";"3";"Tarragonès";125;3138;248;26;18;8;222;2916;67;2017;7;1498;1599;3097
"2018/2019";"Educació primària";"3";"Terra Alta";7;180;68;0;0;0;68;112;12;2017;7;54;57;111
"2018/2019";"Educació primària";"3";"Urgell";20;457;47;6;5;1;41;416;23;2017;7;191;247;438
"2018/2019";"Educació primària";"3";"Vallès Occidental";413;10331;233;102;71;31;151;10200;238;2017;7;5610;6066;11676
"2018/2019";"Educació primària";"3";"Vallès Oriental";195;4844;290;52;40;12;248;4606;119;2017;7;2442;2673;5115
"2018/2019";"Educació primària";"4";"Alt Camp";21;573;87;4;4;0;83;490;27;2017;8;275;276;551
"2018/2019";"Educació primària";"4";"Alt Empordà";74;1665;77;13;6;7;69;1601;68;2017;8;849;884;1733
"2018/2019";"Educació primària";"4";"Alt Penedès";62;1373;115;14;12;2;102;1272;47;2017;8;724;732;1456
"2018/2019";"Educació primària";"4";"Alt Urgell";9;219;31;3;2;1;28;191;13;2017;8;117;111;228
"2018/2019";"Educació primària";"4";"Alta Ribagorça";2;35;8;0;0;0;8;27;3;2017;8;22;26;48
"2018/2019";"Educació primària";"4";"Anoia";66;1540;158;18;16;2;140;1400;47;2017;8;776;882;1658
"2018/2019";"Educació primària";"4";"Aran";6;97;4;1;1;0;3;94;7;2017;8;47;49;96
"2018/2019";"Educació primària";"4";"Bages";88;2178;270;28;25;3;249;1936;61;2017;8;1012;1081;2093
"2018/2019";"Educació primària";"4";"Baix Camp";99;2427;182;23;17;6;166;2268;62;2017;8;1217;1316;2533
"2018/2019";"Educació primària";"4";"Baix Ebre";38;964;145;8;5;3;137;827;32;2017;8;396;447;843
"2018/2019";"Educació primària";"4";"Baix Empordà";65;1474;93;29;23;6;68;1410;44;2017;8;827;836;1663
"2018/2019";"Educació primària";"4";"Baix Llobregat";365;9116;356;101;64;37;265;8861;210;2017;8;5095;5193;10288
"2018/2019";"Educació primària";"4";"Baix Penedès";54;1345;163;22;15;7;145;1204;29;2017;8;693;645;1338
"2018/2019";"Educació primària";"4";"Barcelonès";801;19972;661;307;214;93;369;19618;473;2017;8;10354;11110;21464
"2018/2019";"Educació primària";"4";"Berguedà";19;404;53;5;4;1;51;356;22;2017;8;186;209;395
"2018/2019";"Educació primària";"4";"Cerdanya";7;181;30;0;0;0;30;151;13;2017;8;103;105;208
"2018/2019";"Educació primària";"4";"Conca de Barberà";11;260;60;3;3;0;57;203;14;2017;8;112;111;223
"2018/2019";"Educació primària";"4";"Garraf";61;1520;51;15;8;7;37;1484;34;2017;8;896;988;1884
"2018/2019";"Educació primària";"4";"Garrigues";8;203;29;1;1;0;28;175;17;2017;8;83;94;177
"2018/2019";"Educació primària";"4";"Garrotxa";28;621;45;7;5;2;40;583;23;2017;8;308;337;645
"2018/2019";"Educació primària";"4";"Gironès";107;2527;186;24;19;5;165;2365;61;2017;8;1255;1336;2591
"2018/2019";"Educació primària";"4";"Maresme";207;5142;309;75;57;18;239;4908;121;2017;8;2699;2889;5588
"2018/2019";"Educació primària";"4";"Moianès";6;177;40;0;0;0;40;137;10;2017;8;77;96;173
"2018/2019";"Educació primària";"4";"Montsià";32;797;84;3;2;1;81;716;21;2017;8;378;390;768
"2018/2019";"Educació primària";"4";"Noguera";19;481;51;2;1;1;50;432;33;2017;8;231;241;472
"2018/2019";"Educació primària";"4";"Osona";85;2036;254;21;18;3;235;1803;65;2017;8;957;1077;2034
"2018/2019";"Educació primària";"4";"Pallars Jussà";6;144;21;1;1;0;20;124;7;2017;8;68;70;138
"2018/2019";"Educació primària";"4";"Pallars Sobirà";3;71;0;0;0;0;0;71;7;2017;8;30;34;64
"2018/2019";"Educació primària";"4";"Pla d'Urgell";22;480;69;1;0;1;69;412;19;2017;8;228;247;475
"2018/2019";"Educació primària";"4";"Pla de l'Estany";21;424;5;0;0;0;5;419;13;2017;8;206;209;415
"2018/2019";"Educació primària";"4";"Priorat";3;126;58;0;0;0;58;68;15;2017;8;41;50;91
"2018/2019";"Educació primària";"4";"Ribera d'Ebre";12;296;96;2;2;0;94;202;16;2017;8;90;105;195
"2018/2019";"Educació primària";"4";"Ripollès";10;262;50;3;3;0;48;215;14;2017;8;116;143;259
"2018/2019";"Educació primària";"4";"Segarra";14;330;50;4;4;0;47;284;12;2017;8;113;126;239
"2018/2019";"Educació primària";"4";"Segrià";108;2628;307;25;21;4;282;2346;82;2017;8;1219;1282;2501
"2018/2019";"Educació primària";"4";"Selva";76;1829;103;12;9;3;92;1738;45;2017;8;1011;1057;2068
"2018/2019";"Educació primària";"4";"Solsonès";6;159;33;1;1;0;32;127;11;2017;8;74;87;161
"2018/2019";"Educació primària";"4";"Tarragonès";127;3149;270;33;23;10;240;2912;68;2017;8;1542;1757;3299
"2018/2019";"Educació primària";"4";"Terra Alta";6;149;46;1;1;0;45;104;12;2017;8;45;52;97
"2018/2019";"Educació primària";"4";"Urgell";20;461;55;6;5;1;49;412;23;2017;8;242;205;447
"2018/2019";"Educació primària";"4";"Vallès Occidental";433;10795;309;94;60;34;230;10580;238;2017;8;5822;6250;12072
"2018/2019";"Educació primària";"4";"Vallès Oriental";203;5004;283;49;36;13;239;4770;119;2017;8;2574;2763;5337
"2018/2019";"Educació primària";"5";"Alt Camp";20;600;99;6;6;0;96;507;27;2017;9;247;274;521
"2018/2019";"Educació primària";"5";"Alt Empordà";67;1749;140;25;19;6;118;1634;68;2017;9;749;873;1622
"2018/2019";"Educació primària";"5";"Alt Penedès";62;1458;81;12;9;3;74;1389;47;2017;9;652;733;1385
"2018/2019";"Educació primària";"5";"Alt Urgell";9;230;25;6;5;1;21;211;13;2017;9;88;111;199
"2018/2019";"Educació primària";"5";"Alta Ribagorça";2;65;19;2;2;0;17;48;3;2017;9;19;23;42
"2018/2019";"Educació primària";"5";"Anoia";68;1697;175;18;14;4;157;1540;47;2017;9;773;817;1590
"2018/2019";"Educació primària";"5";"Aran";3;97;6;1;1;0;5;92;7;2017;9;66;53;119
"2018/2019";"Educació primària";"5";"Bages";87;2199;247;35;32;3;218;1987;60;2017;9;999;1054;2053
"2018/2019";"Educació primària";"5";"Baix Camp";101;2587;251;32;25;7;225;2368;62;2017;9;1234;1257;2491
"2018/2019";"Educació primària";"5";"Baix Ebre";34;929;138;13;6;7;125;804;31;2017;9;370;409;779
"2018/2019";"Educació primària";"5";"Baix Empordà";65;1582;125;11;7;4;117;1468;44;2017;9;693;785;1478
"2018/2019";"Educació primària";"5";"Baix Llobregat";387;9633;486;100;72;28;393;9247;210;2017;9;4948;5152;10100
"2018/2019";"Educació primària";"5";"Baix Penedès";56;1421;178;24;22;2;154;1267;29;2017;9;658;695;1353
"2018/2019";"Educació primària";"5";"Barcelonès";831;20726;716;313;220;93;428;20323;474;2017;9;9906;10595;20501
"2018/2019";"Educació primària";"5";"Berguedà";14;418;87;4;4;0;83;335;22;2017;9;170;202;372
"2018/2019";"Educació primària";"5";"Cerdanya";7;194;34;2;2;0;32;162;13;2017;9;105;97;202
"2018/2019";"Educació primària";"5";"Conca de Barberà";8;263;61;2;2;0;59;204;14;2017;9;101;98;199
"2018/2019";"Educació primària";"5";"Garraf";65;1616;65;15;12;3;50;1566;34;2017;9;866;913;1779
"2018/2019";"Educació primària";"5";"Garrigues";6;191;31;0;0;0;31;160;17;2017;9;89;90;179
"2018/2019";"Educació primària";"5";"Garrotxa";26;619;31;4;3;1;28;592;23;2017;9;314;338;652
"2018/2019";"Educació primària";"5";"Gironès";105;2593;183;21;18;3;165;2431;61;2017;9;1148;1237;2385
"2018/2019";"Educació primària";"5";"Maresme";211;5273;312;78;59;19;240;5039;121;2017;9;2604;2685;5289
"2018/2019";"Educació primària";"5";"Moianès";7;195;40;1;1;0;39;156;10;2017;9;82;77;159
"2018/2019";"Educació primària";"5";"Montsià";30;812;95;7;4;3;88;724;21;2017;9;343;401;744
"2018/2019";"Educació primària";"5";"Noguera";16;481;41;3;3;0;38;443;33;2017;9;192;227;419
"2018/2019";"Educació primària";"5";"Osona";86;2161;252;29;24;5;223;1938;66;2017;9;912;1013;1925
"2018/2019";"Educació primària";"5";"Pallars Jussà";6;164;38;1;1;0;37;127;7;2017;9;62;55;117
"2018/2019";"Educació primària";"5";"Pallars Sobirà";3;59;0;0;0;0;0;59;7;2017;9;33;33;66
"2018/2019";"Educació primària";"5";"Pla d'Urgell";18;495;66;3;2;1;63;432;19;2017;9;209;208;417
"2018/2019";"Educació primària";"5";"Pla de l'Estany";15;383;8;4;4;0;7;379;12;2017;9;170;208;378
"2018/2019";"Educació primària";"5";"Priorat";3;126;43;1;1;0;42;84;15;2017;9;44;44;88
"2018/2019";"Educació primària";"5";"Ribera d'Ebre";7;275;83;1;1;0;82;193;16;2017;9;86;89;175
"2018/2019";"Educació primària";"5";"Ripollès";11;293;51;1;1;0;51;243;14;2017;9;117;110;227
"2018/2019";"Educació primària";"5";"Segarra";11;276;57;2;2;0;55;221;12;2017;9;122;139;261
"2018/2019";"Educació primària";"5";"Segrià";105;2689;295;25;18;7;270;2419;82;2017;9;1101;1178;2279
"2018/2019";"Educació primària";"5";"Selva";81;1951;146;18;13;5;128;1823;45;2017;9;919;995;1914
"2018/2019";"Educació primària";"5";"Solsonès";7;191;34;3;1;2;31;160;11;2017;9;57;78;135
"2018/2019";"Educació primària";"5";"Tarragonès";132;3326;344;37;30;7;311;3019;68;2017;9;1508;1523;3031
"2018/2019";"Educació primària";"5";"Terra Alta";3;152;60;0;0;0;60;92;12;2017;9;34;53;87
"2018/2019";"Educació primària";"5";"Urgell";17;474;47;3;3;0;44;430;23;2017;9;201;204;405
"2018/2019";"Educació primària";"5";"Vallès Occidental";458;11448;433;107;79;28;336;11122;239;2017;9;5760;6108;11868
"2018/2019";"Educació primària";"5";"Vallès Oriental";210;5243;296;50;36;14;252;4997;119;2017;9;2453;2676;5129
"2018/2019";"Educació primària";"6";"Alt Camp";32;578;96;3;3;0;94;485;27;2017;10;230;250;480
"2018/2019";"Educació primària";"6";"Alt Empordà";91;1600;125;8;7;1;119;1483;68;2017;10;789;860;1649
"2018/2019";"Educació primària";"6";"Alt Penedès";67;1397;109;5;4;1;105;1293;47;2017;10;652;681;1333
"2018/2019";"Educació primària";"6";"Alt Urgell";16;208;29;5;4;1;24;184;13;2017;10;94;120;214
"2018/2019";"Educació primària";"6";"Alta Ribagorça";3;36;1;0;0;0;1;35;3;2017;10;15;14;29
"2018/2019";"Educació primària";"6";"Anoia";73;1644;159;14;12;2;145;1499;47;2017;10;749;786;1535
"2018/2019";"Educació primària";"6";"Aran";9;83;1;0;0;0;1;82;7;2017;10;54;42;96
"2018/2019";"Educació primària";"6";"Bages";90;2138;200;14;13;1;191;1952;61;2017;10;1012;1031;2043
"2018/2019";"Educació primària";"6";"Baix Camp";106;2535;230;19;11;8;216;2324;62;2017;10;1126;1214;2340
"2018/2019";"Educació primària";"6";"Baix Ebre";45;969;208;7;6;1;201;768;31;2017;10;409;406;815
"2018/2019";"Educació primària";"6";"Baix Empordà";68;1471;121;7;7;0;115;1357;44;2017;10;763;734;1497
"2018/2019";"Educació primària";"6";"Baix Llobregat";371;9251;373;55;35;20;321;8933;210;2017;10;4883;5235;10118
"2018/2019";"Educació primària";"6";"Baix Penedès";58;1421;133;10;8;2;124;1298;29;2017;10;610;673;1283
"2018/2019";"Educació primària";"6";"Barcelonès";810;20192;739;233;164;69;519;19686;474;2017;10;10029;10618;20647
"2018/2019";"Educació primària";"6";"Berguedà";27;444;103;6;6;0;98;347;23;2017;10;151;221;372
"2018/2019";"Educació primària";"6";"Cerdanya";14;187;40;3;3;0;37;150;13;2017;10;109;108;217
"2018/2019";"Educació primària";"6";"Conca de Barberà";16;289;88;1;1;0;87;202;14;2017;10;81;107;188
"2018/2019";"Educació primària";"6";"Garraf";62;1522;40;14;4;10;27;1496;34;2017;10;868;936;1804
"2018/2019";"Educació primària";"6";"Garrigues";19;179;20;0;0;0;20;159;17;2017;10;68;106;174
"2018/2019";"Educació primària";"6";"Garrotxa";32;641;35;6;6;0;32;612;23;2017;10;309;324;633
"2018/2019";"Educació primària";"6";"Gironès";103;2471;198;6;4;2;192;2279;60;2017;10;1178;1190;2368
"2018/2019";"Educació primària";"6";"Maresme";205;5073;273;53;42;11;228;4853;121;2017;10;2568;2816;5384
"2018/2019";"Educació primària";"6";"Moianès";11;183;39;0;0;0;39;144;10;2017;10;88;69;157
"2018/2019";"Educació primària";"6";"Montsià";39;836;114;6;3;3;109;728;21;2017;10;367;382;749
"2018/2019";"Educació primària";"6";"Noguera";37;427;45;6;5;1;39;388;33;2017;10;179;179;358
"2018/2019";"Educació primària";"6";"Osona";95;2062;307;21;18;3;286;1776;66;2017;10;854;919;1773
"2018/2019";"Educació primària";"6";"Pallars Jussà";9;134;13;0;0;0;13;121;7;2017;10;53;57;110
"2018/2019";"Educació primària";"6";"Pallars Sobirà";8;55;1;0;0;0;1;54;7;2017;10;28;28;56
"2018/2019";"Educació primària";"6";"Pla d'Urgell";23;446;56;2;2;0;54;392;19;2017;10;209;217;426
"2018/2019";"Educació primària";"6";"Pla de l'Estany";19;377;14;3;3;0;12;366;12;2017;10;205;221;426
"2018/2019";"Educació primària";"6";"Priorat";16;124;45;1;1;0;44;80;15;2017;10;36;40;76
"2018/2019";"Educació primària";"6";"Ribera d'Ebre";18;278;91;1;1;0;90;188;16;2017;10;91;85;176
"2018/2019";"Educació primària";"6";"Ripollès";15;239;35;2;2;0;34;206;14;2017;10;104;140;244
"2018/2019";"Educació primària";"6";"Segarra";16;306;59;6;6;0;53;253;12;2017;10;112;140;252
"2018/2019";"Educació primària";"6";"Segrià";121;2521;317;19;18;1;299;2223;82;2017;10;1108;1203;2311
"2018/2019";"Educació primària";"6";"Selva";78;1833;162;15;14;1;147;1686;45;2017;10;995;1035;2030
"2018/2019";"Educació primària";"6";"Solsonès";13;160;27;1;1;0;26;134;11;2017;10;73;72;145
"2018/2019";"Educació primària";"6";"Tarragonès";125;3099;289;31;28;3;258;2841;68;2017;10;1523;1600;3123
"2018/2019";"Educació primària";"6";"Terra Alta";13;150;70;1;1;0;69;81;12;2017;10;50;66;116
"2018/2019";"Educació primària";"6";"Urgell";28;463;62;3;2;1;59;404;23;2017;10;206;218;424
"2018/2019";"Educació primària";"6";"Vallès Occidental";448;11175;417;75;59;16;355;10833;237;2017;10;5768;5958;11726
"2018/2019";"Educació primària";"6";"Vallès Oriental";209;5097;352;23;19;4;333;4768;119;2017;10;2519;2709;5228
"2018/2019";"Educació secundària obligatòria";"1";"Alt Camp";16;480;365;332;319;13;33;447;6;2017;11;225;256;481
"2018/2019";"Educació secundària obligatòria";"1";"Alt Empordà";55;1589;1346;1312;1187;125;62;1555;17;2017;11;807;784;1591
"2018/2019";"Educació secundària obligatòria";"1";"Alt Penedès";45;1351;962;915;864;51;55;1304;16;2017;11;625;722;1347
"2018/2019";"Educació secundària obligatòria";"1";"Alt Urgell";8;240;183;159;145;14;24;216;4;2017;11;88;119;207
"2018/2019";"Educació secundària obligatòria";"1";"Alta Ribagorça";2;60;55;35;35;0;20;40;1;2017;11;31;28;59
"2018/2019";"Educació secundària obligatòria";"1";"Anoia";54;1598;1279;1135;1064;71;144;1454;19;2017;11;755;801;1556
"2018/2019";"Educació secundària obligatòria";"1";"Aran";4;120;115;90;90;0;25;95;1;2017;11;45;58;103
"2018/2019";"Educació secundària obligatòria";"1";"Bages";73;2184;1706;1513;1408;105;201;1991;30;2017;11;968;1014;1982
"2018/2019";"Educació secundària obligatòria";"1";"Baix Camp";80;2371;1660;1606;1431;175;83;2317;27;2017;11;1163;1225;2388
"2018/2019";"Educació secundària obligatòria";"1";"Baix Ebre";31;930;767;674;661;13;93;837;11;2017;11;339;403;742
"2018/2019";"Educació secundària obligatòria";"1";"Baix Empordà";50;1482;1177;1093;1011;82;97;1398;16;2017;11;691;703;1394
"2018/2019";"Educació secundària obligatòria";"1";"Baix Llobregat";321;9535;7012;6900;6363;537;184;9423;109;2017;11;4816;5272;10088
"2018/2019";"Educació secundària obligatòria";"1";"Baix Penedès";43;1275;1038;987;959;28;52;1224;11;2017;11;601;647;1248
"2018/2019";"Educació secundària obligatòria";"1";"Barcelonès";712;21086;11018;10644;9317;1327;493;20712;295;2017;11;9937;10474;20411
"2018/2019";"Educació secundària obligatòria";"1";"Berguedà";14;420;388;323;309;14;65;355;7;2017;11;175;200;375
"2018/2019";"Educació secundària obligatòria";"1";"Cerdanya";5;150;106;100;100;0;6;144;2;2017;11;97;116;213
"2018/2019";"Educació secundària obligatòria";"1";"Conca de Barberà";9;270;237;175;175;0;64;208;4;2017;11;100;122;222
"2018/2019";"Educació secundària obligatòria";"1";"Garraf";54;1612;1267;1244;1070;174;38;1589;20;2017;11;871;894;1765
"2018/2019";"Educació secundària obligatòria";"1";"Garrigues";7;210;174;137;135;2;37;173;3;2017;11;70;88;158
"2018/2019";"Educació secundària obligatòria";"1";"Garrotxa";20;600;417;400;383;17;20;583;7;2017;11;283;306;589
"2018/2019";"Educació secundària obligatòria";"1";"Gironès";82;2390;1809;1796;1655;141;21;2377;26;2017;11;1102;1230;2332
"2018/2019";"Educació secundària obligatòria";"1";"Maresme";181;5395;3705;3540;3288;252;188;5230;70;2017;11;2585;2829;5414
"2018/2019";"Educació secundària obligatòria";"1";"Moianès";5;150;121;77;77;0;44;106;2;2017;11;66;79;145
"2018/2019";"Educació secundària obligatòria";"1";"Montsià";27;810;703;628;602;26;80;735;9;2017;11;338;421;759
"2018/2019";"Educació secundària obligatòria";"1";"Noguera";13;380;280;255;243;12;30;355;7;2017;11;207;200;407
"2018/2019";"Educació secundària obligatòria";"1";"Osona";68;1955;1434;1264;1189;75;172;1785;28;2017;11;925;955;1880
"2018/2019";"Educació secundària obligatòria";"1";"Pallars Jussà";5;150;124;78;77;1;46;104;3;2017;11;57;52;109
"2018/2019";"Educació secundària obligatòria";"1";"Pallars Sobirà";2;60;57;49;49;0;8;52;2;2017;11;33;33;66
"2018/2019";"Educació secundària obligatòria";"1";"Pla d'Urgell";12;360;339;306;303;3;33;327;4;2017;11;179;208;387
"2018/2019";"Educació secundària obligatòria";"1";"Pla de l'Estany";14;420;385;369;351;18;16;404;4;2017;11;189;201;390
"2018/2019";"Educació secundària obligatòria";"1";"Priorat";4;120;116;72;72;0;44;76;2;2017;11;41;44;85
"2018/2019";"Educació secundària obligatòria";"1";"Ribera d'Ebre";8;240;174;121;121;0;53;187;4;2017;11;99;105;204
"2018/2019";"Educació secundària obligatòria";"1";"Ripollès";9;270;202;158;157;1;47;226;5;2017;11;115;137;252
"2018/2019";"Educació secundària obligatòria";"1";"Segarra";10;300;258;210;210;0;48;252;4;2017;11;136;150;286
"2018/2019";"Educació secundària obligatòria";"1";"Segrià";87;2525;1785;1652;1538;114;137;2392;32;2017;11;1084;1123;2207
